Status_of_existing_checking_account,Duration_in_month,Credit_history,Purpose,Credit_amount,Savings_account_or_bonds,Present_employment_since,Installment_rate_in_percentage_of_disposable_income,Personal_status_and_sex,Other_debtors_or_guarantors,Present_residence_since,Property,Age_in_years,Other_installment_plans,Housing,Number_of_existing_credits_at_this_bank,Job,Number_of_people_being_liable_to_provide_maintenance_for,Telephone,Foreign_worker,Status
no_checking_account,12,existing_credits_paid_back_duly_till_now,radio_or_television,2171,smaller_than_100_DM,smaller_than_1_year,2,female_divorced_or_separated_or_married,none,2,car_or_other,29,bank,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,3234,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,real_estate,23,none,rent,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,2
smaller_than_0_DM,15,existing_credits_paid_back_duly_till_now,business,806,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,22,none,own,1,unskilled_or_resident,1,none,yes,1
no_checking_account,21,existing_credits_paid_back_duly_till_now,business,1572,bigger_than_1000_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,4,real_estate,36,bank,own,1,unskilled_or_resident,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,48,no_credits_taken_or_all_credits_paid_back_duly,business,3844,bigger_than_100_smaller_than_500_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,unknown_or_no_property,34,none,for_free,1,unskilled_or_resident,2,none,yes,2
smaller_than_0_DM,9,critical_account_or_other_credits_existing,radio_or_television,1138,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,real_estate,25,none,own,2,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,24,critical_account_or_other_credits_existing,used_car,6615,smaller_than_100_DM,unemployed,2,male_and_single,none,4,unknown_or_no_property,75,none,for_free,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,radio_or_television,2118,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,real_estate,37,none,own,1,unskilled_or_resident,2,none,yes,1
smaller_than_0_DM,6,existing_credits_paid_back_duly_till_now,education,448,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,23,none,own,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,9,existing_credits_paid_back_duly_till_now,new_car,3577,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,guarantor,2,real_estate,26,none,rent,1,skilled_employee_or_official,2,none,no,1
bigger_than_0_DM_but_smaller_than_200_DM,48,all_credits_at_this_bank_paid_back_duly,business,6416,smaller_than_100_DM,bigger_than_7_years,4,female_divorced_or_separated_or_married,none,3,unknown_or_no_property,59,none,rent,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,24,existing_credits_paid_back_duly_till_now,new_car,1393,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,guarantor,2,real_estate,31,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,new_car,5866,bigger_than_100_smaller_than_500_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,car_or_other,30,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,24,existing_credits_paid_back_duly_till_now,new_car,1249,smaller_than_100_DM,smaller_than_1_year,4,male_and_married_or_widowed,none,2,real_estate,28,none,own,1,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,16,critical_account_or_other_credits_existing,new_car,2625,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,guarantor,4,building_society_savings_agreement_or_life_insurance,43,bank,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,24,critical_account_or_other_credits_existing,furniture_or_equipment,3777,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,real_estate,50,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,7,critical_account_or_other_credits_existing,radio_or_television,730,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,46,none,rent,2,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,18,critical_account_or_other_credits_existing,radio_or_television,2238,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,female_divorced_or_separated_or_married,none,1,car_or_other,25,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,24,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,2483,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,real_estate,22,stores,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,27,delay_in_paying_off_in_the_past,used_car,5965,smaller_than_100_DM,bigger_than_7_years,1,male_and_single,none,2,car_or_other,30,none,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,18,all_credits_at_this_bank_paid_back_duly,furniture_or_equipment,1553,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,3,car_or_other,44,bank,own,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,4,critical_account_or_other_credits_existing,new_car,3380,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,1,female_divorced_or_separated_or_married,none,1,real_estate,37,none,own,1,skilled_employee_or_official,2,none,yes,1
no_checking_account,48,critical_account_or_other_credits_existing,new_car,10127,bigger_than_500_smaller_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,unknown_or_no_property,44,bank,for_free,1,skilled_employee_or_official,1,none,yes,2
no_checking_account,6,existing_credits_paid_back_duly_till_now,radio_or_television,1595,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,51,none,own,1,skilled_employee_or_official,2,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,60,existing_credits_paid_back_duly_till_now,new_car,14027,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,2,unknown_or_no_property,27,none,own,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,12,delay_in_paying_off_in_the_past,used_car,1503,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_married_or_widowed,none,4,real_estate,41,none,rent,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,12,critical_account_or_other_credits_existing,furniture_or_equipment,1402,bigger_than_500_smaller_than_1000_DM,bigger_than_4_smaller_than_7_years,3,female_divorced_or_separated_or_married,none,4,car_or_other,37,none,rent,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,6,critical_account_or_other_credits_existing,new_car,1343,smaller_than_100_DM,bigger_than_7_years,1,male_and_single,none,4,real_estate,46,none,own,2,skilled_employee_or_official,2,none,no,1
no_checking_account,30,critical_account_or_other_credits_existing,radio_or_television,6742,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,36,none,own,2,skilled_employee_or_official,1,none,yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,used_car,4113,bigger_than_500_smaller_than_1000_DM,smaller_than_1_year,3,female_divorced_or_separated_or_married,none,4,car_or_other,28,none,rent,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,36,critical_account_or_other_credits_existing,used_car,9629,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,male_and_single,none,4,car_or_other,24,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,36,critical_account_or_other_credits_existing,used_car,10477,unknown_or_no_savings_account,bigger_than_7_years,2,male_and_single,none,4,unknown_or_no_property,42,none,for_free,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,36,delay_in_paying_off_in_the_past,education,6887,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,29,stores,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
no_checking_account,27,delay_in_paying_off_in_the_past,used_car,8613,bigger_than_1000_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,car_or_other,27,none,own,2,skilled_employee_or_official,1,none,yes,1
smaller_than_0_DM,36,existing_credits_paid_back_duly_till_now,furniture_or_equipment,2712,smaller_than_100_DM,bigger_than_7_years,2,male_and_single,none,2,building_society_savings_agreement_or_life_insurance,41,bank,own,1,skilled_employee_or_official,2,none,yes,2
no_checking_account,48,critical_account_or_other_credits_existing,education,6110,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,1,male_and_single,none,3,unknown_or_no_property,31,bank,for_free,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,8,existing_credits_paid_back_duly_till_now,furniture_or_equipment,1237,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,female_divorced_or_separated_or_married,none,4,real_estate,24,none,own,1,skilled_employee_or_official,1,none,yes,2
bigger_than_0_DM_but_smaller_than_200_DM,9,existing_credits_paid_back_duly_till_now,business,1391,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_married_or_widowed,none,1,real_estate,27,bank,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,15,existing_credits_paid_back_duly_till_now,used_car,4657,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,male_and_single,none,2,car_or_other,30,none,own,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,15,critical_account_or_other_credits_existing,radio_or_television,1471,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,4,unknown_or_no_property,35,none,for_free,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,new_car,2718,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,3,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,20,none,rent,1,unskilled_or_resident,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,24,existing_credits_paid_back_duly_till_now,used_car,2760,unknown_or_no_savings_account,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,36,bank,for_free,1,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,18,critical_account_or_other_credits_existing,furniture_or_equipment,7374,smaller_than_100_DM,unemployed,4,male_and_single,none,4,building_society_savings_agreement_or_life_insurance,40,stores,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,48,existing_credits_paid_back_duly_till_now,radio_or_television,6999,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,1,male_and_married_or_widowed,guarantor,1,real_estate,34,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,48,delay_in_paying_off_in_the_past,others,7582,bigger_than_100_smaller_than_500_DM,unemployed,2,male_and_single,none,4,unknown_or_no_property,31,none,for_free,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_0_DM_but_smaller_than_200_DM,36,delay_in_paying_off_in_the_past,business,4455,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_divorced_or_separated,none,2,real_estate,30,stores,own,2,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,18,existing_credits_paid_back_duly_till_now,new_car,6260,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,3,male_and_single,none,3,real_estate,28,none,rent,1,unskilled_or_resident,1,none,yes,1
no_checking_account,48,existing_credits_paid_back_duly_till_now,business,3914,unknown_or_no_savings_account,bigger_than_1_smaller_than_4_years,4,male_divorced_or_separated,none,2,real_estate,38,bank,own,1,skilled_employee_or_official,1,none,yes,2
smaller_than_0_DM,12,existing_credits_paid_back_duly_till_now,radio_or_television,2214,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,4,male_and_single,none,3,building_society_savings_agreement_or_life_insurance,24,none,own,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,24,existing_credits_paid_back_duly_till_now,furniture_or_equipment,4020,smaller_than_100_DM,bigger_than_1_smaller_than_4_years,2,male_and_single,none,2,car_or_other,27,stores,own,1,skilled_employee_or_official,1,none,yes,1
no_checking_account,9,existing_credits_paid_back_duly_till_now,new_car,2507,bigger_than_500_smaller_than_1000_DM,bigger_than_7_years,2,male_and_single,none,4,unknown_or_no_property,51,none,for_free,1,unskilled_or_resident,1,none,yes,1
smaller_than_0_DM,36,delay_in_paying_off_in_the_past,business,2145,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,2,male_and_single,none,1,car_or_other,24,none,own,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,2
bigger_than_0_DM_but_smaller_than_200_DM,16,critical_account_or_other_credits_existing,new_car,1175,smaller_than_100_DM,unemployed,2,male_and_single,none,3,car_or_other,68,none,for_free,3,unemployed_or_unskilled_or_non-resident,1,"yes,_registered_under_the_customers_name",yes,1
bigger_than_200_DM_OR_salary_assignments_for_at_least_1_year,10,critical_account_or_other_credits_existing,new_car,781,smaller_than_100_DM,bigger_than_7_years,4,male_and_single,none,4,unknown_or_no_property,63,none,for_free,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
smaller_than_0_DM,21,existing_credits_paid_back_duly_till_now,radio_or_television,2606,smaller_than_100_DM,smaller_than_1_year,4,female_divorced_or_separated_or_married,none,4,building_society_savings_agreement_or_life_insurance,28,none,rent,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,48,critical_account_or_other_credits_existing,used_car,8858,unknown_or_no_savings_account,bigger_than_4_smaller_than_7_years,2,male_and_single,none,1,unknown_or_no_property,35,none,for_free,2,skilled_employee_or_official,1,"yes,_registered_under_the_customers_name",yes,1
no_checking_account,30,critical_account_or_other_credits_existing,radio_or_television,4530,smaller_than_100_DM,bigger_than_4_smaller_than_7_years,4,female_divorced_or_separated_or_married,none,4,car_or_other,26,none,rent,1,management_or_self-employed_or_highly_qualified_employee_or_officer,1,"yes,_registered_under_the_customers_name",yes,1
