Installment,Loan_Purpose,Loan_Application_Type,Interest_Rate,Last_Payment_Amount,Loan_Amount,Revolving_Balance,Delinquency_In_2_years,Inquiries_In_6_Months,Mortgage_Accounts,Grade,Open_Accounts,Revolving_Utilization_Rate,Total_Accounts,Fico_Range_Low,Fico_Range_High,Address_State,Employment_Length,Home_Ownership,Verification_Status,Annual_Income,Loan_Status
806.81,debt_consolidation,Individual,24.08,806.81,28000.0,7985.0,0.0,1.0,1.0,F,21.0,88.4,31.0,660.0,664.0,GA,2_years,MORTGAGE,Source_Verified,98000.0,chargedoff
86.25,debt_consolidation,Individual,17.57,1021.22,2400.0,20379.0,0.0,1.0,0.0,D,17.0,43.9,25.0,680.0,684.0,FL,5_years,RENT,Not_Verified,40000.0,fullypaid
226.56,debt_consolidation,Individual,12.99,227.0,6725.0,4261.0,6.0,0.0,1.0,C,13.0,64.6,39.0,680.0,684.0,CA,nan,MORTGAGE,Verified,32000.0,chargedoff
398.52,debt_consolidation,Individual,11.99,398.52,12000.0,11872.0,0.0,3.0,1.0,B,12.0,51.2,29.0,715.0,719.0,MA,10+_years,MORTGAGE,Verified,70000.0,chargedoff
150.58,debt_consolidation,Individual,5.32,3708.4,5000.0,6700.0,0.0,0.0,4.0,A,7.0,27.0,14.0,735.0,739.0,CA,7_years,MORTGAGE,Not_Verified,120000.0,fullypaid
296.67,debt_consolidation,Individual,19.99,11408.76,11200.0,5096.0,1.0,2.0,2.0,E,15.0,38.0,44.0,670.0,674.0,OH,2_years,MORTGAGE,Source_Verified,65000.0,fullypaid
488.64,debt_consolidation,Individual,7.97,14454.02,15600.0,15794.0,0.0,0.0,0.0,A,11.0,27.7,20.0,745.0,749.0,NJ,10+_years,RENT,Not_Verified,50000.0,fullypaid
263.78,credit_card,Individual,11.49,263.78,8000.0,8273.0,0.0,0.0,1.0,B,5.0,63.2,11.0,735.0,739.0,TX,10+_years,MORTGAGE,Source_Verified,43000.0,chargedoff
528.79,debt_consolidation,Individual,16.2,17793.79,21650.0,22651.0,0.0,0.0,3.0,C,11.0,76.5,18.0,675.0,679.0,MI,10+_years,MORTGAGE,Source_Verified,91000.0,fullypaid
179.81,debt_consolidation,Individual,10.9,179.81,5500.0,13744.0,0.0,0.0,2.0,B,16.0,28.9,33.0,740.0,744.0,NV,10+_years,MORTGAGE,Not_Verified,72000.0,chargedoff
733.63,credit_card,Individual,19.05,17220.22,20000.0,18771.0,0.0,0.0,0.0,D,5.0,65.2,27.0,670.0,674.0,NJ,nan,RENT,Source_Verified,66000.0,fullypaid
494.14,debt_consolidation,Individual,17.57,14148.36,13750.0,7837.0,0.0,0.0,0.0,D,11.0,80.0,44.0,660.0,664.0,IL,10+_years,RENT,Source_Verified,64000.0,fullypaid
594.78,debt_consolidation,Individual,9.99,594.78,28000.0,17838.0,0.0,0.0,3.0,B,14.0,50.0,33.0,720.0,724.0,FL,10+_years,MORTGAGE,Source_Verified,120000.0,chargedoff
348.95,debt_consolidation,Individual,13.99,13836.98,15000.0,9613.0,1.0,1.0,2.0,C,10.0,38.6,17.0,690.0,694.0,AZ,3_years,MORTGAGE,Not_Verified,60000.0,fullypaid
913.38,debt_consolidation,Individual,13.67,7080.74,26850.0,46091.0,2.0,0.0,4.0,C,16.0,63.7,28.0,695.0,699.0,NY,3_years,MORTGAGE,Not_Verified,58400.0,fullypaid
275.26,debt_consolidation,Individual,14.47,274.85,8000.0,17415.0,2.0,2.0,0.0,C,16.0,42.7,27.0,680.0,684.0,RI,5_years,MORTGAGE,Verified,35000.0,fullypaid
432.73,small_business,Individual,7.07,13103.36,14000.0,9545.0,0.0,0.0,0.0,A,7.0,34.0,11.0,765.0,769.0,CA,10+_years,MORTGAGE,Not_Verified,96000.0,fullypaid
482.56,debt_consolidation,Individual,13.44,482.56,21000.0,17849.0,0.0,0.0,0.0,C,15.0,50.3,29.0,705.0,709.0,CO,2_years,RENT,Not_Verified,104000.0,chargedoff
338.93,debt_consolidation,Individual,12.69,338.93,15000.0,11243.0,0.0,0.0,0.0,C,10.0,48.9,14.0,710.0,714.0,CA,nan,RENT,Verified,40647.48,chargedoff
267.31,debt_consolidation,Individual,8.24,2599.91,8500.0,8221.0,0.0,0.0,2.0,B,12.0,60.0,22.0,670.0,674.0,CA,<_1_year,MORTGAGE,Not_Verified,52000.0,fullypaid
88.14,debt_consolidation,Individual,16.2,2250.64,2500.0,381.0,1.0,2.0,4.0,C,2.0,3.5,17.0,680.0,684.0,FL,3_years,RENT,Verified,37000.0,fullypaid
410.12,credit_card,Individual,24.37,14502.67,14150.0,11142.0,0.0,0.0,0.0,E,11.0,58.0,19.0,670.0,674.0,NY,10+_years,MORTGAGE,Source_Verified,125000.0,fullypaid
191.25,debt_consolidation,Individual,9.16,4698.34,6000.0,5311.0,0.0,2.0,1.0,B,13.0,75.9,35.0,660.0,664.0,WY,4_years,RENT,Source_Verified,70000.0,fullypaid
557.55,debt_consolidation,Individual,16.49,10320.44,15750.0,0.0,0.0,0.0,2.0,D,2.0,0.0,11.0,785.0,789.0,NC,10+_years,MORTGAGE,Verified,50000.0,fullypaid
1120.26,debt_consolidation,Individual,17.97,1120.26,31000.0,6263.0,0.0,1.0,1.0,D,11.0,18.4,24.0,740.0,744.0,MD,5_years,RENT,Verified,80000.0,chargedoff
927.1,credit_card,Individual,19.99,31313.97,35000.0,45197.0,3.0,0.0,2.0,D,12.0,87.4,22.0,670.0,674.0,MA,10+_years,MORTGAGE,Source_Verified,255000.0,fullypaid
101.56,major_purchase,Individual,13.33,1924.7,3000.0,7186.0,1.0,3.0,0.0,C,8.0,74.9,36.0,660.0,664.0,TX,6_years,RENT,Source_Verified,50810.0,fullypaid
229.5,debt_consolidation,Individual,9.16,660.8,7200.0,15943.0,0.0,0.0,1.0,B,9.0,50.3,13.0,685.0,689.0,AZ,5_years,MORTGAGE,Not_Verified,25600.0,fullypaid
271.65,home_improvement,Individual,15.88,1580.94,11200.0,16392.0,0.0,0.0,3.0,C,14.0,64.3,38.0,670.0,674.0,MD,1_year,MORTGAGE,Verified,64000.0,fullypaid
604.68,debt_consolidation,Individual,12.79,17829.53,18000.0,5360.0,0.0,2.0,0.0,C,24.0,12.2,43.0,725.0,729.0,OH,10+_years,RENT,Source_Verified,70000.0,fullypaid
108.55,other,Individual,18.06,232.1,3000.0,7795.0,0.0,1.0,0.0,D,16.0,28.9,16.0,685.0,689.0,AL,2_years,RENT,Source_Verified,36000.0,chargedoff
136.68,debt_consolidation,Individual,13.98,2686.25,4000.0,6204.0,0.0,0.0,2.0,C,10.0,73.0,34.0,665.0,669.0,MI,6_years,MORTGAGE,Not_Verified,50000.0,fullypaid
625.72,credit_card,Individual,7.89,11823.35,20000.0,4806.0,0.0,0.0,0.0,A,8.0,19.9,12.0,710.0,714.0,TX,<_1_year,RENT,Verified,84000.0,fullypaid
827.75,credit_card,Individual,14.64,837.4211979566,24000.0,9213.0,0.0,0.0,0.0,C,6.0,97.0,12.0,700.0,704.0,CA,6_years,RENT,Source_Verified,63000.0,fullypaid
263.93,debt_consolidation,Individual,11.53,1047.79,8000.0,12902.0,2.0,2.0,1.0,B,48.0,33.4,79.0,695.0,699.0,NJ,9_years,OWN,Verified,56000.0,fullypaid
67.92,other,Individual,10.16,74.55,2100.0,43000.0,0.0,0.0,6.0,B,17.0,77.9,30.0,695.0,699.0,MI,2_years,MORTGAGE,Not_Verified,60000.0,fullypaid
288.06,debt_consolidation,Individual,10.99,2783.88,8800.0,5291.0,0.0,0.0,0.0,B,5.0,72.5,10.0,660.0,664.0,CA,1_year,RENT,Not_Verified,36000.0,fullypaid
111.58,other,Individual,9.17,413.71,3500.0,19679.0,0.0,0.0,2.0,B,21.0,52.9,33.0,675.0,679.0,MI,9_years,MORTGAGE,Not_Verified,89000.0,fullypaid
586.06,house,Individual,22.39,20853.54,21050.0,1358.0,9.0,0.0,3.0,E,16.0,3.3,49.0,670.0,674.0,TX,<_1_year,RENT,Verified,55440.0,fullypaid
823.89,debt_consolidation,Individual,14.31,823.5,24000.0,12000.0,0.0,0.0,0.0,C,9.0,58.8,11.0,690.0,694.0,CA,4_years,RENT,Source_Verified,65000.0,fullypaid
247.46,home_improvement,Individual,7.12,1120.46,8000.0,0.0,0.0,0.0,4.0,A,3.0,0.0,15.0,790.0,794.0,TX,7_years,MORTGAGE,Not_Verified,47000.0,fullypaid
332.1,debt_consolidation,Individual,11.99,7663.64,10000.0,14001.0,0.0,1.0,1.0,B,16.0,33.0,21.0,700.0,704.0,FL,10+_years,RENT,Source_Verified,41000.0,fullypaid
224.6,debt_consolidation,Individual,7.69,224.34,7200.0,5129.0,0.0,0.0,2.0,A,5.0,41.0,14.0,700.0,704.0,NY,8_years,RENT,Not_Verified,29000.0,fullypaid
782.15,credit_card,Individual,7.89,13326.21,25000.0,23183.0,0.0,3.0,5.0,A,12.0,57.4,28.0,710.0,714.0,TN,10+_years,MORTGAGE,Not_Verified,80000.0,fullypaid
306.3,other,Individual,18.24,306.3,12000.0,18158.0,0.0,0.0,0.0,D,15.0,69.8,26.0,680.0,684.0,NJ,10+_years,RENT,Source_Verified,90000.0,chargedoff
659.81,home_improvement,Individual,8.18,2014.41,21000.0,14807.0,0.0,0.0,3.0,B,17.0,55.9,37.0,685.0,689.0,CA,10+_years,MORTGAGE,Source_Verified,56250.0,fullypaid
373.22,debt_consolidation,Individual,7.49,13.48,12000.0,18282.0,1.0,0.0,9.0,A,21.0,34.8,45.0,690.0,694.0,CA,10+_years,MORTGAGE,Source_Verified,60000.0,fullypaid
483.01,credit_card,Individual,7.62,482.65,15500.0,15989.0,0.0,0.0,1.0,A,17.0,51.6,21.0,725.0,729.0,VA,2_years,MORTGAGE,Verified,140000.0,fullypaid
756.17,debt_consolidation,Joint_App,16.14,30623.94,31000.0,29182.0,0.0,2.0,1.0,C,9.0,54.4,40.0,705.0,709.0,OH,<_1_year,MORTGAGE,Source_Verified,89000.0,fullypaid
155.23,debt_consolidation,Individual,14.65,4456.92,4500.0,4296.0,9.0,2.0,6.0,C,11.0,29.0,40.0,680.0,684.0,WA,10+_years,MORTGAGE,Not_Verified,35000.0,fullypaid
461.74,home_improvement,Individual,11.49,11502.94,21000.0,7186.0,0.0,1.0,3.0,B,12.0,22.1,29.0,775.0,779.0,IL,3_years,MORTGAGE,Not_Verified,60000.0,fullypaid
1190.79,credit_card,Individual,13.68,1190.55,35000.0,48197.0,0.0,0.0,0.0,C,17.0,59.7,27.0,755.0,759.0,NY,7_years,RENT,Verified,250000.0,fullypaid
609.69,credit_card,Individual,9.17,1164.99,19125.0,20307.0,0.0,1.0,0.0,B,25.0,55.9,49.0,675.0,679.0,NY,3_years,RENT,Verified,69100.0,fullypaid
579.76,other,Individual,17.27,1768.27,16200.0,7239.0,0.0,0.0,2.0,D,8.0,16.1,18.0,770.0,774.0,CA,9_years,MORTGAGE,Source_Verified,45000.0,chargedoff
375.43,debt_consolidation,Individual,7.89,2222.8,12000.0,16359.0,0.0,0.0,1.0,A,10.0,48.0,25.0,690.0,694.0,LA,5_years,MORTGAGE,Source_Verified,75000.0,fullypaid
386.81,home_improvement,Individual,10.49,15861.4,18000.0,13164.0,0.0,0.0,3.0,B,19.0,21.9,37.0,710.0,714.0,CA,4_years,MORTGAGE,Verified,72500.0,fullypaid
256.61,debt_consolidation,Individual,14.31,510.47,7475.0,2370.0,1.0,0.0,0.0,C,12.0,67.7,22.0,680.0,684.0,MD,2_years,RENT,Source_Verified,65000.0,fullypaid
379.39,debt_consolidation,Individual,25.49,379.39,12800.0,9729.0,0.0,1.0,2.0,E,22.0,68.5,31.0,700.0,704.0,FL,<_1_year,RENT,Not_Verified,35000.0,chargedoff
462.61,debt_consolidation,Individual,6.92,1925.79,15000.0,13624.0,0.0,2.0,0.0,A,14.0,23.6,37.0,730.0,734.0,FL,5_years,RENT,Not_Verified,53000.0,fullypaid
445.91,debt_consolidation,Individual,24.08,445.91,15475.0,18779.0,0.0,2.0,1.0,F,10.0,67.8,26.0,680.0,684.0,AL,nan,MORTGAGE,Verified,46800.0,chargedoff
430.65,debt_consolidation,Joint_App,17.47,12078.91,12000.0,9551.0,0.0,0.0,1.0,D,11.0,63.7,17.0,670.0,674.0,GA,3_years,MORTGAGE,Source_Verified,38500.0,fullypaid
798.12,home_improvement,Individual,14.46,9676.21,23200.0,21620.0,1.0,0.0,2.0,C,16.0,42.0,31.0,665.0,669.0,CA,nan,MORTGAGE,Verified,60000.0,fullypaid
270.83,debt_consolidation,Individual,13.33,6171.71,8000.0,3853.0,0.0,0.0,2.0,C,15.0,51.4,25.0,670.0,674.0,CA,10+_years,MORTGAGE,Source_Verified,60000.0,fullypaid
1095.0,credit_card,Individual,7.89,7574.96,35000.0,69562.0,0.0,0.0,3.0,A,13.0,37.1,21.0,725.0,729.0,CA,2_years,MORTGAGE,Verified,125000.0,fullypaid
637.58,debt_consolidation,Individual,9.17,637.51,20000.0,15937.0,2.0,1.0,2.0,B,7.0,48.6,28.0,705.0,709.0,KY,1_year,MORTGAGE,Source_Verified,90000.0,fullypaid
229.14,debt_consolidation,Individual,10.99,5522.02,7000.0,8668.0,0.0,0.0,1.0,B,8.0,75.4,27.0,675.0,679.0,MN,4_years,RENT,Not_Verified,100000.0,fullypaid
229.14,credit_card,Individual,10.99,229.04,7000.0,5638.0,1.0,1.0,0.0,B,26.0,14.5,48.0,690.0,694.0,CA,<_1_year,RENT,Source_Verified,47590.0,fullypaid
315.17,home_improvement,Individual,8.39,5905.61,10000.0,9386.0,4.0,0.0,2.0,A,18.0,44.9,44.0,710.0,714.0,TX,5_years,MORTGAGE,Not_Verified,155000.0,fullypaid
348.34,debt_consolidation,Individual,7.49,348.27,11200.0,11250.0,1.0,0.0,0.0,A,8.0,66.2,13.0,670.0,674.0,WA,3_years,RENT,Verified,42000.0,fullypaid
743.91,debt_consolidation,Individual,7.26,18638.08,24000.0,16399.0,0.0,0.0,2.0,A,9.0,44.4,17.0,705.0,709.0,TN,2_years,MORTGAGE,Verified,111000.0,fullypaid
872.38,credit_card,Individual,17.57,872.0,24275.0,14766.0,0.0,1.0,4.0,D,10.0,42.8,30.0,705.0,709.0,FL,10+_years,MORTGAGE,Not_Verified,52800.0,fullypaid
519.24,home_improvement,Individual,14.64,22014.5,22000.0,17448.0,0.0,0.0,4.0,C,14.0,55.0,31.0,705.0,709.0,WV,10+_years,MORTGAGE,Source_Verified,85703.0,fullypaid
520.91,credit_card,Individual,9.16,21904.9,25000.0,33433.0,1.0,1.0,4.0,B,17.0,65.3,27.0,680.0,684.0,CO,5_years,MORTGAGE,Source_Verified,180000.0,fullypaid
229.53,other,Individual,9.17,3065.0,7200.0,6488.0,0.0,0.0,10.0,B,7.0,32.8,29.0,670.0,674.0,CA,10+_years,MORTGAGE,Source_Verified,80000.0,fullypaid
167.97,credit_card,Individual,12.79,3577.99,5000.0,11936.0,0.0,1.0,2.0,C,14.0,25.0,47.0,680.0,684.0,FL,4_years,MORTGAGE,Verified,76000.0,fullypaid
438.37,debt_consolidation,Individual,11.99,7976.69,13200.0,5678.0,5.0,0.0,0.0,C,21.0,31.4,49.0,660.0,664.0,CA,1_year,RENT,Verified,70000.0,fullypaid
189.8,debt_consolidation,Individual,12.79,4217.88,5650.0,9416.0,0.0,0.0,5.0,C,9.0,47.1,38.0,660.0,664.0,TN,10+_years,MORTGAGE,Not_Verified,96000.0,fullypaid
280.99,credit_card,Individual,11.67,280.72,8500.0,9304.0,1.0,0.0,1.0,B,8.0,83.8,46.0,685.0,689.0,TX,10+_years,MORTGAGE,Not_Verified,45600.0,fullypaid
361.38,other,Individual,5.32,721.28,12000.0,12253.0,0.0,0.0,1.0,A,7.0,25.3,10.0,760.0,764.0,CA,10+_years,RENT,Not_Verified,85280.0,fullypaid
670.9,debt_consolidation,Individual,12.69,670.76,20000.0,25815.0,0.0,0.0,2.0,C,14.0,82.2,18.0,670.0,674.0,MN,2_years,MORTGAGE,Verified,70123.0,fullypaid
371.02,debt_consolidation,Individual,16.78,10156.52,15000.0,13951.0,0.0,0.0,0.0,C,7.0,44.0,12.0,675.0,679.0,PA,2_years,RENT,Verified,52000.0,fullypaid
31.34,debt_consolidation,Individual,7.99,392.22,1000.0,3090.0,7.0,0.0,3.0,A,16.0,21.0,59.0,695.0,699.0,CA,10+_years,OWN,Verified,86000.0,fullypaid
597.16,debt_consolidation,Individual,18.99,23042.17,23025.0,10829.0,0.0,0.0,0.0,D,10.0,37.0,20.0,720.0,724.0,TX,3_years,RENT,Source_Verified,48000.0,fullypaid
552.12,debt_consolidation,Individual,13.49,19359.03,24000.0,16926.0,0.0,1.0,0.0,C,15.0,40.1,27.0,705.0,709.0,NC,10+_years,RENT,Not_Verified,84000.0,fullypaid
675.64,other,Individual,17.86,7528.54,18725.0,8448.0,0.0,1.0,1.0,D,11.0,51.8,32.0,660.0,664.0,IL,5_years,OWN,Source_Verified,62000.0,fullypaid
340.26,debt_consolidation,Individual,7.12,2018.98,11000.0,12346.0,1.0,0.0,6.0,A,19.0,53.9,50.0,690.0,694.0,MS,<_1_year,MORTGAGE,Not_Verified,83000.0,fullypaid
656.11,debt_consolidation,Individual,11.14,655.74,20000.0,35190.0,0.0,0.0,4.0,B,15.0,64.0,35.0,660.0,664.0,LA,1_year,MORTGAGE,Source_Verified,60000.0,fullypaid
161.32,car,Individual,9.99,161.0,5000.0,1.0,2.0,0.0,0.0,B,6.0,0.3,18.0,670.0,674.0,NY,2_years,RENT,Verified,40000.0,fullypaid
1088.34,debt_consolidation,Individual,18.25,28.77,30000.0,100428.0,0.0,1.0,nan,D,7.0,19.8,30.0,680.0,684.0,AZ,7_years,MORTGAGE,Verified,131000.0,fullypaid
301.15,debt_consolidation,Individual,5.32,3253.45,10000.0,9145.0,1.0,0.0,0.0,A,13.0,35.0,46.0,725.0,729.0,MA,4_years,MORTGAGE,Source_Verified,120000.0,fullypaid
493.82,debt_consolidation,Individual,6.97,9824.9,16000.0,15248.0,2.0,0.0,4.0,A,14.0,66.9,45.0,690.0,694.0,MA,<_1_year,MORTGAGE,Not_Verified,180000.0,fullypaid
329.91,other,Individual,11.53,329.6,10000.0,32582.0,0.0,1.0,5.0,B,16.0,55.4,41.0,710.0,714.0,TN,10+_years,OWN,Source_Verified,54000.0,fullypaid
475.7,debt_consolidation,Individual,14.99,15398.51,20000.0,3682.0,1.0,1.0,1.0,C,14.0,20.9,38.0,685.0,689.0,TX,10+_years,MORTGAGE,Source_Verified,69742.0,fullypaid
539.57,home_improvement,Individual,18.55,12553.03,21000.0,23021.0,0.0,0.0,4.0,E,17.0,71.3,29.0,665.0,669.0,VA,7_years,MORTGAGE,Source_Verified,162000.0,fullypaid
226.01,credit_card,Individual,19.48,225.88,6125.0,3555.0,0.0,0.0,2.0,E,5.0,52.3,6.0,670.0,674.0,TX,4_years,MORTGAGE,Verified,32000.0,fullypaid
468.31,debt_consolidation,Individual,22.45,468.31,16800.0,7344.0,0.0,1.0,0.0,E,14.0,41.0,18.0,660.0,664.0,WI,3_years,MORTGAGE,Source_Verified,55000.0,chargedoff
286.3,debt_consolidation,Individual,17.27,2.74,8000.0,3803.0,0.0,1.0,0.0,C,5.0,88.4,12.0,665.0,669.0,IL,4_years,RENT,Verified,37000.0,fullypaid
156.46,debt_consolidation,Individual,7.9,100.0,5000.0,9186.0,0.0,0.0,3.0,A,12.0,67.1,21.0,685.0,689.0,SC,8_years,MORTGAGE,Not_Verified,100000.0,chargedoff
465.27,debt_consolidation,Individual,13.99,19233.45,20000.0,26687.0,0.0,1.0,6.0,C,10.0,60.8,29.0,775.0,779.0,TN,10+_years,MORTGAGE,Source_Verified,61000.0,fullypaid
304.33,debt_consolidation,Individual,10.99,303.86,14000.0,11670.0,0.0,0.0,nan,B,9.0,22.2,26.0,740.0,744.0,WI,4_years,RENT,Not_Verified,27000.0,fullypaid
1009.57,credit_card,Individual,11.99,1009.57,30400.0,14598.0,1.0,2.0,1.0,C,8.0,49.0,30.0,665.0,669.0,CA,2_years,MORTGAGE,Verified,67600.0,chargedoff
173.29,debt_consolidation,Individual,11.11,686.89,7950.0,6485.0,0.0,1.0,nan,B,10.0,13.8,42.0,740.0,744.0,IL,1_year,RENT,Not_Verified,30000.0,fullypaid
172.48,debt_consolidation,Individual,14.65,4725.9,5000.0,4657.0,0.0,0.0,0.0,C,9.0,38.2,12.0,660.0,664.0,AZ,<_1_year,RENT,Source_Verified,35000.0,fullypaid
495.8,debt_consolidation,Individual,7.24,16134.18,16000.0,821.0,0.0,1.0,1.0,A,8.0,1.6,14.0,815.0,819.0,AZ,9_years,RENT,Not_Verified,114000.0,fullypaid
237.23,debt_consolidation,Individual,11.44,3950.82,7200.0,9384.0,0.0,0.0,0.0,B,8.0,74.5,9.0,680.0,684.0,NY,4_years,RENT,Source_Verified,46000.0,fullypaid
723.34,debt_consolidation,Individual,15.61,723.34,30000.0,10159.0,0.0,0.0,3.0,D,7.0,89.9,32.0,670.0,674.0,TX,5_years,MORTGAGE,Source_Verified,100000.0,chargedoff
175.49,credit_card,Individual,13.11,2265.0,5200.0,7952.0,0.0,0.0,0.0,B,8.0,77.2,35.0,670.0,674.0,OH,3_years,RENT,Source_Verified,57000.0,fullypaid
238.05,credit_card,Individual,17.56,4202.65,6625.0,12726.0,0.0,0.0,0.0,D,3.0,93.6,4.0,670.0,674.0,AZ,<_1_year,RENT,Verified,23000.0,fullypaid
331.09,debt_consolidation,Individual,7.62,331.09,10625.0,25099.0,0.0,1.0,2.0,A,6.0,61.7,25.0,745.0,749.0,WI,1_year,MORTGAGE,Verified,64170.0,chargedoff
32.93,other,Individual,11.39,490.11,1000.0,10348.0,0.0,0.0,3.0,B,11.0,39.0,26.0,675.0,679.0,CA,10+_years,RENT,Source_Verified,120000.0,fullypaid
377.04,home_improvement,Individual,8.18,5748.94,12000.0,766.0,1.0,0.0,1.0,B,2.0,15.3,15.0,755.0,759.0,TX,10+_years,OWN,Not_Verified,97000.0,fullypaid
322.63,debt_consolidation,Individual,9.99,322.42,10000.0,6686.0,0.0,0.0,0.0,B,4.0,126.2,15.0,715.0,719.0,NY,7_years,RENT,Source_Verified,75000.0,fullypaid
521.1,debt_consolidation,Individual,10.64,10480.3,16000.0,23827.0,0.0,0.0,0.0,B,19.0,61.6,35.0,680.0,684.0,VA,<_1_year,OWN,Verified,78500.0,fullypaid
632.41,debt_consolidation,Individual,19.99,632.41,23875.0,7852.0,0.0,0.0,1.0,E,7.0,67.7,12.0,680.0,684.0,NM,8_years,MORTGAGE,Source_Verified,59696.0,chargedoff
469.29,debt_consolidation,Individual,7.89,1864.73,15000.0,8637.0,0.0,0.0,5.0,A,11.0,41.9,24.0,725.0,729.0,MI,1_year,MORTGAGE,Source_Verified,125000.0,fullypaid
789.3,debt_consolidation,Individual,28.72,789.3,25000.0,5919.0,0.0,2.0,0.0,F,18.0,13.5,37.0,760.0,764.0,CA,10+_years,RENT,Verified,61580.0,chargedoff
664.12,credit_card,Individual,8.99,28765.56,32000.0,8855.0,1.0,0.0,1.0,B,13.0,19.3,25.0,685.0,689.0,OH,10+_years,MORTGAGE,Verified,140000.0,fullypaid
465.67,credit_card,Individual,21.6,464.97,17000.0,19393.0,0.0,0.0,0.0,E,10.0,97.0,17.0,695.0,699.0,NM,10+_years,RENT,Verified,82050.0,fullypaid
856.54,debt_consolidation,Individual,16.29,12551.17,35000.0,46805.0,0.0,1.0,4.0,D,11.0,79.7,34.0,720.0,724.0,NC,5_years,MORTGAGE,Source_Verified,135000.0,fullypaid
819.18,debt_consolidation,Joint_App,11.06,212.2,25000.0,15526.0,1.0,0.0,3.0,B,5.0,62.4,11.0,660.0,664.0,WI,10+_years,MORTGAGE,Source_Verified,45000.0,fullypaid
577.87,small_business,Individual,17.86,577.87,22825.0,7428.0,0.0,1.0,0.0,D,9.0,26.2,29.0,700.0,704.0,TX,2_years,RENT,Source_Verified,75000.0,chargedoff
1154.66,home_improvement,Individual,11.53,1154.65,35000.0,13453.0,0.0,1.0,3.0,B,16.0,75.2,30.0,720.0,724.0,UT,1_year,MORTGAGE,Verified,149124.0,fullypaid
190.62,debt_consolidation,Individual,6.17,6124.92,6250.0,5141.0,0.0,4.0,nan,A,6.0,38.4,23.0,755.0,759.0,KS,nan,MORTGAGE,Verified,19253.0,fullypaid
684.04,debt_consolidation,Individual,18.99,684.04,26375.0,26283.0,0.0,0.0,1.0,E,15.0,87.3,32.0,690.0,694.0,WA,1_year,MORTGAGE,Source_Verified,60000.0,chargedoff
908.89,debt_consolidation,Individual,19.05,34468.04,35000.0,25481.0,0.0,1.0,4.0,D,10.0,88.8,31.0,695.0,699.0,FL,10+_years,OWN,Verified,80000.0,fullypaid
309.74,home_improvement,Individual,7.21,4094.39,10000.0,20981.0,0.0,0.0,6.0,A,8.0,25.0,31.0,730.0,734.0,OR,4_years,MORTGAGE,Source_Verified,200000.0,fullypaid
181.1,credit_card,Individual,10.15,185.75,5600.0,4941.0,0.0,1.0,0.0,B,11.0,30.7,22.0,675.0,679.0,NY,7_years,RENT,Verified,43000.0,fullypaid
310.88,debt_consolidation,Individual,7.46,10006.47,10000.0,3694.0,0.0,0.0,2.0,A,5.0,18.7,10.0,760.0,764.0,KS,1_year,MORTGAGE,Source_Verified,28000.0,fullypaid
550.79,debt_consolidation,Individual,6.39,9506.85,18000.0,13659.0,0.0,0.0,0.0,A,13.0,54.4,30.0,745.0,749.0,NY,3_years,RENT,Verified,102000.0,fullypaid
299.15,debt_consolidation,Individual,7.62,285.3,9600.0,1953.0,0.0,0.0,0.0,A,9.0,11.0,16.0,760.0,764.0,IL,1_year,RENT,Not_Verified,55000.0,fullypaid
956.23,debt_consolidation,Individual,9.16,956.13,30000.0,23783.0,0.0,2.0,2.0,B,16.0,48.0,21.0,700.0,704.0,NM,6_years,MORTGAGE,Verified,91600.0,fullypaid
533.15,debt_consolidation,Individual,17.99,19720.83,21000.0,8524.0,0.0,2.0,1.0,D,11.0,75.4,27.0,670.0,674.0,NJ,10+_years,MORTGAGE,Not_Verified,97830.0,fullypaid
335.45,debt_consolidation,Individual,12.69,335.45,10000.0,8811.0,0.0,0.0,0.0,C,6.0,34.0,7.0,685.0,689.0,CO,1_year,RENT,Not_Verified,33000.0,chargedoff
221.74,debt_consolidation,Individual,11.86,2151.29,10000.0,1065.0,0.0,0.0,nan,B,7.0,5.1,26.0,750.0,754.0,KY,3_years,MORTGAGE,Verified,48000.0,fullypaid
289.18,debt_consolidation,Individual,17.99,37.73,8000.0,8886.0,0.0,0.0,0.0,D,16.0,41.3,18.0,680.0,684.0,NV,10+_years,RENT,Verified,43000.0,fullypaid
808.42,home_improvement,Individual,13.67,30502.92,35000.0,24713.0,2.0,0.0,6.0,C,11.0,53.0,32.0,695.0,699.0,CO,9_years,MORTGAGE,Source_Verified,150000.0,fullypaid
671.86,debt_consolidation,Individual,12.79,671.86,20000.0,13499.0,0.0,0.0,0.0,C,15.0,43.0,26.0,675.0,679.0,NJ,10+_years,RENT,Verified,55000.0,chargedoff
284.82,debt_consolidation,Individual,8.67,7054.54,9000.0,9330.0,0.0,0.0,0.0,B,14.0,40.7,27.0,675.0,679.0,OH,nan,MORTGAGE,Verified,43967.04,fullypaid
575.5,credit_card,Individual,10.99,22624.57,26475.0,16830.0,0.0,0.0,5.0,B,8.0,34.6,20.0,735.0,739.0,CO,6_years,MORTGAGE,Source_Verified,53000.0,fullypaid
528.19,credit_card,Individual,11.53,20191.71,24000.0,40004.0,0.0,0.0,4.0,B,23.0,63.4,42.0,675.0,679.0,PA,9_years,MORTGAGE,Source_Verified,123000.0,fullypaid
